PMID,Title,Abstract,Topic
40879031,Sex Differences in the Impact of Atherosclerotic Cardiovascular Risk Burden on Cognitive Health.,Sex affects the prevalence of atherosclerotic cardiovascular disease (ASCVD) risk factors but whether sex differences exist in the associations between ASCVD risk burden and cognitive function is unclear.,Cardiovascular Risk
40878796,Metabolic Dysfunction-Associated Steatotic Liver Disease in Klinefelter Syndrome: High Prevalence Uncovers an Unmet Need.,Klinefelter Syndrome (KS) has a higher propensity for metabolic disorders and increased cardiovascular risk. The prevalence and the characteristics of metabolic dysfunction-associated steatotic liver disease (MASLD) have not been described yet in KS.,Cardiovascular Risk
40878356,C-reactive protein and cardiovascular risk among women with no standard modifiable risk factors: evaluating the 'SMuRF-less but inflamed'.,"Interventions in preventive cardiology traditionally focus on four standard modifiable cardiovascular risk factors (SMuRFs): hypertension, dyslipidaemia, diabetes mellitus, and smoking. Yet, a substantial proportion of incident cardiovascular events accrues for individuals with none of these factors, particularly among women for whom cardiovascular disease remains under-detected and under-treated. The utility of the inflammatory biomarker high-sensitivity C-reactive protein (hsCRP) was evaluated to detect cardiovascular risk in SMuRF-less women participating in the prospective NIH-funded Women's Health Study.",Cardiovascular Risk
40878289,2025 Focused Update of the 2019 ESC/EAS Guidelines for the management of dyslipidaemias.,,Cardiovascular Risk
40878270,2025 ESC Clinical Consensus Statement on mental health and cardiovascular disease: developed under the auspices of the ESC Clinical Practice Guidelines Committee.,,Cardiovascular Risk
40877471,Key highlights of the Japanese Society of Hypertension Guidelines for the management of elevated blood pressure and hypertension 2025 (JSH2025).,"Japan has long maintained a robust national health system with universal health coverage and accessible antihypertensive therapy. Nevertheless, population-level blood pressure (BP) control remains suboptimal. To address this public health challenge, the Japanese Society of Hypertension published the Guidelines for the Management of Elevated Blood Pressure and Hypertension 2025 (JSH2025), integrating evidence-based recommendations and practical approaches to improve hypertension care. JSH2025 introduces a dual-format structure comprising clinical question sections developed through systematic reviews and consensus-based narrative chapters. The key updates include universal BP targets of <130/80 mmHg across populations, promotion of home BP monitoring, stratified cardiovascular risk assessment, expanded guidance on digital health and behavioral interventions, and condition-specific management strategies for older adults, women, and cancer survivors. We outline the major updates and innovations in JSH2025 and show their clinical and public health implications.",Cardiovascular Risk
40877090,Risk stratification tool for pharmaceutical care in patients with cardiovascular disease.,To develop a risk stratification tool for pharmaceutical care in patients with cardiovascular disease who require a comprehensive and personalized pharmaceutical approach.,Cardiovascular Risk
40876853,Lipid-lowering drug treatment and mortality among individuals ≥75 years without cardiovascular disease: a population-based cohort study.,"Lipid-lowering drugs are commonly prescribed for prevention of cardiovascular disease (CVD), but their efficacy in people aged ≥75 years is less understood. This population-based cohort study aimed to examine the association of lipid-lowering drug treatment with all-cause and cardiovascular mortality among people aged ≥75 years and whether the association, if existent, varied with patient characteristics.",Cardiovascular Risk
40876535,Is Avocado Beneficial for Lipid Profiles? An Umbrella Review of Systematic Reviews and Meta-Analyses.,"Avocado is rich in monounsaturated fats, fiber, and phytochemicals and has been linked to favorable lipid and cardiometabolic outcomes. This review synthesized evidence from systematic reviews and meta-analyses on avocado consumption and its effects on cardiovascular risk factors.",Cardiovascular Risk
40517548,Marginal Zone Lymphoma: Treatment Update With a Focus on Systemic Approaches.,"Marginal zone lymphoma (MZL) is the second most common indolent B-cell lymphoma and comprised of three clinical subtypes based on site of involvement: extranodal marginal zone lymphoma (usually of mucosa-associated lymphoid tissue), nodal marginal zone lymphoma, and splenic marginal zone lymphoma (often with circulating villous lymphocytes). MZL is the prototype for an antigen-driven malignancy, and there are clear areas where elimination of the antigenic trigger leads to lymphoma regression. Although there is an excellent prognosis, the disease remains incurable, and the majority of patients will need repeated therapy for disease control over the course of their lifetime. Current treatment paradigms include rituximab monotherapy and chemoimmunotherapy in the frontline setting. In the relapsed or refractory setting, there are exciting advances including the recent approval of the covalent BTK inhibitor, zanubrutinib. Emerging therapies include CAR-T cell and T-cell engaging bispecific antibodies, with promising early results. This primer on MZL will discuss the three subtypes and focus on treatment approaches in the treatment-naïve and relapsed/refractory setting.",Oncology Treatment Update
39709737,European consensus-based interdisciplinary guideline for melanoma. Part 2: Treatment - Update 2024.,"A unique collaboration of multi-disciplinary experts from the European Association of Dermato-Oncology (EADO), the European Dermatology Forum (EDF), and the European Organization of Research and Treatment of Cancer (EORTC) was formed to make recommendations on cutaneous melanoma diagnosis and treatment, based on systematic literature reviews and the experts' experience. Cutaneous melanomas are excised with one to two-centimeter safety margins. For a correct stage classification and treatment decision, a sentinel lymph node biopsy shall be offered in patients with tumor thickness ≥ 1.0 mm or ≥ 0.8 mm with additional histological risk factors, although there is as yet no clear survival benefit for this approach. Therapeutic decisions should be primarily made by an interdisciplinary oncology team (""Tumor Board""). Adjuvant therapies can be proposed in completely resected stage IIB-IV. In stage II only PD-1 inhibitors are approved. In stage III anti-PD-1 therapy or dabrafenib plus trametinib for patients with BRAFV600 mutated melanoma can be discussed. In resected stage IV, nivolumab can be offered, as well as ipilimumab and nivolumab, in selected, high-risk patients. In patients with clinically detected macroscopic, resectable disease, neoadjuvant therapy with ipilimumab plus nivolumab followed complete surgical resection and adjuvant therapy according to pathological response and BRAF status can be offered. Neoadjuvant therapy with pembrolizumab followed by complete surgical resection and adjuvant pembrolizumab is also recommended. For patients with disease recurrence after (neo) adjuvant therapy, further treatment should consider the type of (neo) adjuvant therapy received as well as the time of recurrence, i.e., on or off therapy. In patients with irresectable stage III/IV disease systemic treatment is always indicated. For first line treatment PD-1 antibodies alone or in combination with CTLA-4 or LAG-3 antibodies shall be considered. In stage IV melanoma with a BRAFV600 mutation, first-line therapy with BRAF/MEK inhibitors can be offered as an alternative to immunotherapy, in selected cases. In patients with primary resistance to immunotherapy and harboring a BRAFV600 mutation, this therapy shall be offered as second line. Other second line therapies include therapy with tumor infiltrating lymphocytes and combinations of immune checkpoint inhibitors not used in first line. This guideline is valid until the end of 2026.",Oncology Treatment Update
39561966,Hepatocellular carcinoma systemic treatment update: From early to advanced stage.,"Hepatocellular carcinoma (HCC) ranks the sixth most common malignancy but the third leading cause of cancer-related mortality in the world. Significant breakthroughs have been made in systemic treatment for HCC over the past two decades, which have improved treatment outcomes. In addition to multiple tyrosine kinase inhibitors (mTKIs), immune checkpoint inhibitors (ICIs) and antiangiogenic drugs are increasingly being applied. The combination of ICI and antiangiogenic or dual ICIs has become the new standard of care due to remarkable response rates. However, currently available systemic regimens are primarily reserved for certain patients in the intermediate and advanced stages who will not benefit from locoregional treatments. Evidence supporting the use of systemic treatment as neoadjuvant or adjuvant therapies in patients with early-stage HCC, especially the high risk of recurrence after curative treatments, remains limited. This review identified recent developments in systemic therapy, including mTKIs and ICIs, considering results on first- and second-line treatment, role of neoadjuvant and adjuvant settings, and combination with loco-regional therapy. Various ongoing clinical trials regarding the role of systemic therapies and potential novel targets in patients with early-, intermediate-, and advanced-stage HCC were also summarized and revealed that systemic therapy is no longer limited to advanced-stage HCC. Moreover, the introduction of T-cell redirecting strategies, including bispecific antibodies and chimeric antigen receptor T cells, has revolutionized the treatment landscape for HCC. Future research should focus on an in-depth exploration of the mechanisms governing the establishment of tumor barriers.",Oncology Treatment Update
38963657,Intraoperative radiotherapy after neurosurgical resection of brain metastases as institutional standard treatment- update of the oncological outcome form a single center cohort after 117 procedures.,"Stereotactic radiotherapy (SRT) is the predominant method for the irradiation of resection cavities after resection of brain metastases (BM). Intraoperative radiotherapy (IORT) with 50 kV x-rays is an alternative way to irradiate the resection cavity focally. We have already reported the outcome of our first 40 IORT patients treated until 2020. Since then, IORT has become the predominant cavity treatment in our center due to patients´ choice.",Oncology Treatment Update
37980766,Cervical cancer treatment update: A Society of Gynecologic Oncology clinical practice statement.,"Cervical cancer is the most commonly diagnosed gynecologic cancer worldwide. Although the incidence has declined with increased screening and higher uptake of human papillomavirus (HPV) vaccination in high-income countries, this disease remains the second highest cause of cancer mortality among women in low- and middle-income countries. In this clinical practice statement, we describe therapies for cervical cancer by treatment setting, as well as quality of life, financial toxicity, and disparities associated with this disease. In addition to chemotherapy and radiation, therapeutic strategies for cervical cancer include immune checkpoint blockade, antiangiogenics, and antibody-drug conjugates. Optimal treatment for recurrent cervical cancer remains an area of unmet need, necessitating further exploration of rational and innovative treatment approaches, including cell and immune-based therapies. Importantly, development of effective therapies for cervical cancer must incorporate strategies to ensure universal equitable access to HPV vaccination, screening, and treatment. Important consequences of the disease and treatment that impact quality of life must also be addressed. Patients with cervical cancer are at increased risk for financial toxicity, which can lead to downstream detrimental effects on physical, financial, and career outcomes. Underrepresentation of racial and ethnic minorities in gynecologic oncology clinical trials highlights the urgent need for collaborative and focused initiatives to bridge the significant divide and alleviate inequalities in the prevention and treatment of cervical cancer.",Oncology Treatment Update
37708630,European consensus-based interdisciplinary guideline for invasive cutaneous squamous cell carcinoma: Part 2. Treatment-Update 2023.,"In order to update recommendations on treatment, supportive care, education, and follow-up of patients with invasive cutaneous squamous cell carcinoma (cSCC), a multidisciplinary panel of experts from the European Association of Dermato-Oncology (EADO), the European Dermatology Forum (EDF), the European Society for Radiotherapy and Oncology (ESTRO), the European Union of Medical Specialists (UEMS), the European Academy of Dermatology and Venereology (EADV), and the European Organisation of Research and Treatment of Cancer (EORTC) was formed. Recommendations were based on an evidence-based literature review, guidelines, and expert consensus. Treatment recommendations are presented for common primary cSCC (low risk, high risk), locally advanced cSCC, regional metastatic cSCC (operable or inoperable), and distant metastatic cSCC. For common primary cSCC, the first-line treatment is surgical excision with postoperative margin assessment or micrographically controlled surgery. Achieving clear surgical margins is the most important treatment consideration for patients with cSCCs amenable to surgery. Regarding adjuvant radiotherapy for patients with high-risk localised cSCC with clear surgical margins, current evidence has not shown significant benefit for those with at least one high-risk factor. Radiotherapy should be considered as the primary treatment for non-surgical candidates/tumours. For cSCC with cytologically or histologically confirmed regional nodal metastasis, lymph node dissection is recommended. For patients with metastatic or locally advanced cSCC who are not candidates for curative surgery or radiotherapy, anti-PD-1 agents are the first-line systemic treatment, with cemiplimab being the first approved systemic agent for advanced cSCC by the Food and Drugs Administration/European Medicines Agency. Second-line systemic treatments for advanced cSCC, include epidermal growth factor receptor inhibitors (cetuximab) combined with chemotherapy or radiotherapy. Multidisciplinary board decisions are mandatory for all patients with advanced cSCC, considering the risks of toxicity, the age and frailty of patients, and co-morbidities, including immunosuppression. Patients should be engaged in informed, shared decision-making on management and be provided with the best supportive care to improve symptom management and quality of life. The frequency of follow-up visits and investigations for subsequent new cSCC depends on underlying risk characteristics.",Oncology Treatment Update
37203845,New treatment strategies for HIV-positive cancer patients undergoing anticancer medical treatment: update of the literature.,"The introduction of highly active antiretroviral therapy (ART) has deeply modified the outcome of HIV patients by improving their overall survival and ameliorating their quality of life (QoL). The prolongation of these patients' survival has led to an increased risk of highly diffused non-infectious diseases, e.g., cardiovascular diseases, endocrine disease, neurological diseases, and cancer. The management of antiretroviral therapy and anticancer agents (AC) can be challenging, due to the possible drug-drug interactions (DDI) between AC and ART. For this reason, a multidisciplinary approach is always preferred as demonstrated by the GICAT (Italian Cooperation Group on AIDS and Tumors). This review aims to analyze the current scientific data regarding the possible effects of ART on the management of HIV-positive cancer patients and to evaluate the possible DDIs that must be taken into consideration when co-administrating ART and AC. A collaboration between all the involved professional figures, particularly infectious disease specialists and oncologists, represents the key to the correct managing of these patients in order to guarantee the best oncological outcome possible.",Oncology Treatment Update
36069101,"Primary lacrimal sac melanoma: a case report describing the novel use of fine needle aspiration cytology (FNAC) for diagnosis, together with literature review and immunotherapy treatment update.","Primary lacrimal sac melanoma (PLSM) is exceedingly rare and associated with high morbidity and mortality. Unfortunately, PLSM often presents insidiously resulting in delayed detection and poor prognosis. A 69-year-old Black man was suspected of having a lacrimal sac tumour following presentation with a left sided watery eye, bloody tears, and a lacrimal mass. Due to the patient's implantable pacemaker, defibrillator, and high anticoagulation, an ultrasound-guided FNAC was performed instead of incisional biopsy, revealing a PLSM. Diagnosis was confirmed following complete tumour resection with free flap reconstruction and neck dissection. Unfortunately, disease progression ensued despite further neck dissection and three cycles of both pembrolizumab and iplimumab. This is the first description of FNAC to accurately diagnose PLSM and highlights its use as an accurate, rapid, and minimally invasive technique that may allow an earlier screening diagnosis of lacrimal sac tumours. We also discuss the outcome of immunotherapy in recent similar cases.",Oncology Treatment Update
36047361,Polish Consensus on Gastric Cancer Diagnosis and Treatment - Update 2022.,"This document - ""Polish Consensus on Gastric Cancer Diagnosis and Treatment - Update 2022"" - represents an expert consensus following a year's worth of dedicated effort by a team of specialists throughout 2021, put forward in a conference in December 2021 in Krakow, and finalized below for publication in 2022. The effective date of this document is June 14th 2022. The work that went into updating this consensus was made under auspices of the Polish Society of Surgical Oncology and the Association of Polish Surgeons.",Oncology Treatment Update
35623961,European consensus-based interdisciplinary guideline for melanoma. Part 2: Treatment - Update 2022.,"A unique collaboration of multidisciplinary experts from the European Dermatology Forum (EDF), the European Association of Dermato-Oncology (EADO), and the European Organization of Research and Treatment of Cancer (EORTC) was formed to make recommendations on cutaneous melanoma diagnosis and treatment, based on the systematic literature reviews and the experts' experience. Cutaneous melanomas are excised with one to 2-cm safety margins. Sentinel lymph node dissection shall be performed as a staging procedure in patients with tumor thickness ≥1.0 mm or ≥0.8 mm with additional histological risk factors, although there is as yet no clear survival benefit for this approach. Therapeutic decisions in stage III/IV patients should be primarily made by an interdisciplinary oncology team (""tumor board""). Adjuvant therapies can be proposed in stage III/completely resected stage IV patients and are primarily anti-PD-1, independent of mutational status, or alternatively dabrafenib plus trametinib for BRAF mutant patients. In distant metastases (stage IV), either resected or not, systemic treatment is always indicated. For first-line treatment particularly in BRAF wild-type patients, immunotherapy with PD-1 antibodies alone or in combination with CTLA-4 antibodies shall be considered. In stage IV melanoma with a BRAF-V600  E/K mutation, first-line therapy with BRAF/MEK inhibitors can be offered as an alternative to immunotherapy. In patients with primary resistance to immunotherapy and harboring a BRAF-V600  E/K mutation, this therapy shall be offered as second-line therapy. Systemic therapy in stage III/IV melanoma is a rapidly changing landscape, and it is likely that these recommendations may change in the near future.",Oncology Treatment Update
31866016,European consensus-based interdisciplinary guideline for melanoma. Part 2: Treatment - Update 2019.,"A unique collaboration of multidisciplinary experts from the European Dermatology Forum, the European Association of Dermato-Oncology and the European Organization for Research and Treatment of Cancer (EORTC) was formed to make recommendations on cutaneous melanoma diagnosis and treatment, based on systematic literature reviews and the experts' experience. Cutaneous melanomas are excised with 1- to 2-cm safety margins. Sentinel lymph node dissection shall be performed as a staging procedure in patients with tumour thickness ≥1.0 mm or ≥0.8 mm with additional histological risk factors, although there is as yet no clear survival benefit for this approach. Therapeutic decisions in stage III/IV patients should be primarily made by an interdisciplinary oncology team (""Tumor Board""). Adjuvant therapies in stage III/IV patients are primarily anti-PD-1, independent of mutational status, or dabrafenib plus trametinib for BRAF-mutant patients. In distant metastasis, either resected or not, systemic treatment is indicated. For first-line treatment, particularly in BRAF wild-type patients, immunotherapy with PD-1 antibodies alone or in combination with CTLA-4 antibodies shall be considered. In particular scenarios for patients with stage IV melanoma and a BRAF-V600 E/K mutation, first-line therapy with BRAF/MEK inhibitors can be offered as an alternative to immunotherapy. In patients with primary resistance to immunotherapy and harbouring a BRAF-V600 E/K mutation, this therapy shall be offered in second-line. Systemic therapy in stage III/IV melanoma is a rapidly changing landscape, and it is likely that these recommendations may change in the near future.",Oncology Treatment Update
40869625,First-Trimester Clinical Characteristics and Pregnancy Outcomes in Women with Recurrent Pregnancy Loss.,"Objective: To describe first-trimester maternal, biochemical, biophysical, and ultrasound characteristics in women with recurrent pregnancy loss (RPL) compared to women without RPL. Methods: This was a retrospective cohort study analyzing data from 4440 pregnant women, including 142 women with previous RPL. Maternal and pregnancy characteristics, first-trimester biochemical markers, biophysical assessments, early-onset preeclampsia (EOPE) risk, and perinatal outcomes were compared. Results: Women with RPL were older (37.8 vs. 34.0 years, p < 0.001) and had higher rates of antiphospholipid syndrome (4.9% vs. 0.9%, p < 0.001), other thrombophilias (5.6% vs. 0.8%, p < 0.001), and thyroid disorders (14% vs. 7.5%, p = 0.010) than women without RPL. First-trimester uterine artery pulsatility index (UtA-PI) values, pregnancy-associated plasma protein-A (PAPP-A) levels, mean arterial pressure, and final risk for EOPE were comparable between groups. However, the RPL group had higher rates of very high risk for PE (10.6 vs. 5.1, p = 0.011). Likewise, second-trimester UtA-PI was higher in this group (1.10 vs. 1.01, p = 0.045). Aspirin and low molecular weight heparin prophylaxis were more frequent in women with RPL (23.8% vs. 9.6%, p < 0.001; 14.7% vs. 0.1%, p < 0.001). Regarding perinatal outcomes, we found a higher incidence of second-trimester intrauterine demise in the RPL group (6.4% vs. 1.4%, p = 0.011), with no other differences observed in the remaining outcomes. Conclusions: Women with RPL exhibit distinct maternal characteristics and worse pregnancy outcomes, although first-trimester markers do not seem to significantly differ from findings in women without RPL. These findings underscore the importance of tailored screening and intervention protocols to improve perinatal outcomes in this high-risk population.",Thyroid Disorders
40880316,Investigation the Impact of KCNE1-rs1805127 Polymorphism on Cardiac Patients with Atrial Fibrillation.,"Objective: This study aimed to investigate the association between the KCNE1 single nucleotide polymorphism (SNP: rs1805127; T>C transition; S38G substitution) and atrial fibrillation (AF) in the Mazandaran population of northern Iran. Materials and Methods: To conduct this case-control study, 120 blood samples from healthy individuals and 120 from individuals with AF were collected over an 11-month period. All participants underwent electrocardiogram analysis by a cardiologist. In addition, they completed a questionnaire that included questions about their medical history, lifestyle factors, and current medications. Genotyping of KCNE1-rs1805127 was performed using the restriction fragment length polymorphism method. The impact of KCNE1-rs1805127 on protein stability, function, and mRNA secondary structure was assessed using SIFT, I-Mutant, MetaRNN, and RNAsnp servers. Results: The results revealed a significant association of the CC genotype and C allele with AF (CC genotype: p value = 0.035; C allele: p value = 0.042). Furthermore, an association was observed between smoking (p value = 0.018), hypertension (p value = 0.046), and thyroid disorders (p value = 0.040) and AF. in silico predictions indicated that KCNE1-rs1805127 may impair protein function, reduce stability, and alter mRNA secondary structure. Conclusions: Based on the results obtained, KCNE1-rs1805127 may increase the risk of AF, particularly in the presence of risk factors such as smoking, hypertension, and thyroid disorders. Notably, in silico predictions from computational tools validate this observed impact. Given the role of the KCNE1 gene in modulating ion channels and cardiac electrophysiology, we suggest that further research on KCNE1 and its SNPs could provide valuable insights into its role in the pathogenesis of cardiac arrhythmias, particularly AF.",Thyroid Disorders
40863211,Subclinical Hypothyroidism in Moderate-to-Severe Psoriasis: A Cross-Sectional Study of Prevalence and Clinical Implications.,"Background: Psoriasis is a chronic inflammatory skin disease linked to systemic comorbidities, including metabolic, cardiovascular, and autoimmune disorders. Thyroid dysfunction, particularly hypothyroidism, has been observed in patients with moderate-to-severe psoriasis, suggesting possible shared inflammatory pathways. Objectives: This study aims to explore the relationship between psoriasis and thyroid dysfunction in adults with moderate-to-severe psoriasis undergoing biologic therapy to determine whether psoriasis predisposes individuals to thyroid disorders and to identify demographic or clinical factors influencing this association. Materials and Methods: A cross-sectional study included adult patients with moderate-to-severe psoriasis receiving biologic therapy, recruited from the Psoriasis Unit at the Dermatology Department of Hospital Universitario San Cecilio in Granada, Spain, from 2017 to 2023. Patients with mild psoriasis or those treated with conventional systemic therapies were excluded. The data collected included demographics and clinical characteristics, such as age, sex, BMI (body mass index), and psoriasis severity (psoriasis severity was evaluated using the Psoriasis Area Severity Index (PASI), body surface area (BSA) involvement, Investigator's Global Assessment (IGA), pruritus severity using the Numerical Rating Scale (NRS), and impact on quality of life through the Dermatology Life Quality Index (DLQI)). Thyroid dysfunction, including hypothyroidism and subclinical hypothyroidism, was assessed based on records from the Endocrinology Department. Results: Thyroid dysfunction was found in 4.2% of patients, all classified as hypothyroidism, primarily subclinical. The affected patients were generally older, with a mean age of 57.4 years. No significant differences in psoriasis severity (PASI, BSA) or treatment response were observed between patients with and without thyroid dysfunction. Conclusion: Our findings suggest hypothyroidism is the main thyroid dysfunction in psoriatic patients, independent of psoriasis severity. The lack of impact on psoriasis severity suggests hypothyroidism may be an independent comorbidity, warranting further research into shared inflammatory mechanisms.",Thyroid Disorders
40859360,"GPER in metabolic homeostasis and disease: molecular mechanisms, nutritional regulation, and therapeutic potential.","G protein-coupled estrogen receptor (GPER) significantly influences metabolic regulation by engaging multiple signaling pathways that affect overall metabolic health. Its structure and signaling mechanisms drive its diverse roles. Our team and others have successfully demonstrated that GPER modulates nutrient metabolism, spanning glucose, protein, and lipid metabolism, while also contributing to vitamin and mineral metabolism. Studies have linked GPER to metabolic disorders, including type 2 diabetes, nonalcoholic fatty liver disease, metabolic syndrome, and cardiovascular diseases, as well as thyroid disorders, highlighting its wide-reaching metabolic impact. GPER holds promise for energy balance and weight management by regulating energy expenditure and thermogenesis. Moreover, it appears to influence the metabolism of cancer cells during tumor progression. Rapid advancements in GPER agonist and antagonist research have highlighted the therapeutic potential of GPER agonists for treating metabolic diseases. Further investigations into GPER biology, mechanisms, and clinical applications will support novel therapeutic strategies, establishing GPER as a key target in metabolic research and treatment.",Thyroid Disorders
40843807,Nutrition and Micronutrient Interactions in Autoimmune Thyroid Disorders: Implications for Cardiovascular Health.,"Thyroid hormones play a crucial role in regulating metabolism and cardiovascular function, with even mild dysfunction-such as subclinical hypothyroidism-negatively impacting heart health. While previous studies have confirmed the effects of iodine, selenium, and vitamin D on thyroid regulation and inflammation, the combined role of these nutrients in reducing cardiovascular disease (CVD) risk in autoimmune thyroid disorders remains insufficiently understood. This review explores the influence of specific micronutrients-including selenium, iodine, and zinc-and dietary patterns, particularly the Mediterranean diet, on the pathophysiology of hypothyroidism and Hashimoto's thyroiditis. We introduce a novel framework that integrates emerging data on sex-specific micronutrient interactions and nutritional immunomodulation. Unlike the existing literature, this review introduces original hypotheses related to sex-specific nutritional immunomodulation and proposes a novel framework for micronutrient-driven dietary intervention in Hashimoto's thyroiditis.",Thyroid Disorders
40838954,The risk of thyroid diseases in lichen sclerosus patients: a systematic review and meta-analysis.,"Lichen sclerosus (LS) is a chronic inflammatory skin disease affecting both genital and extra-genital areas and is found predominantly in female patients. The relationship between LS and thyroid diseases remains unclear, with conflicting evidence reported in the literature. This systematic review and meta-analysis aimed to investigate the association between LS and thyroid diseases rigorously.",Thyroid Disorders
40852830,Complex-Valued Spatio-Temporal Graph Convolution Neural Network optimized With Giraffe Kicking Optimization Algorithm for Thyroid Nodule Classification in Ultrasound Images.,"Thyroid hormones are significant for controlling metabolism, and two common thyroid disorders, such as hypothyroidism. The hyperthyroidism are directly affect the metabolic rate of the human body. Predicting and diagnosing thyroid disease remain significant challenges in medical research due to the complexity of thyroid hormone regulation and its impact on metabolism. Therefore, this paper proposes a Complex-valued Spatio-Temporal Graph Convolution Neural Network optimized with Giraffe Kicking Optimization Algorithm for Thyroid Nodule Classification in Ultrasound Images (CSGCNN-GKOA-TNC-UI). Here, the ultrasound images are collected through DDTI (Digital Database of Thyroid ultrasound Imageries) dataset. The gathered data is given into the pre-processing stage using Bilinear Double-Order Filter (BDOF) approach to eradicate the noise and increase the input images quality. The pre-processing image is given into the Deep Adaptive Fuzzy Clustering (DAFC) for Region of Interest (RoI) segmentation. The segmented image is fed to the Multi-Objective Matched Synchro Squeezing Chirplet Transform (MMSSCT) for extracting the features, like Geometric features and Morphological features. The extracted features are fed into the CSGCNN, which classifies the Thyroid Nodule into Benign Nodules and Malign Nodules. Finally, Giraffe Kicking Optimization Algorithm (GKOA) is considered to enhance the CSGCNN classifier. The CSGCNN-GKOA-TNC-UI algorithm is implemented in MATLAB. The CSGCNN-GKOA-TNC-UI approach attains 34.9%, 21.5% and 26.8% higher f-score, 18.6%, 29.3 and 19.2% higher accuracy when compared with existing models: Thyroid diagnosis with classification utilizing DNN depending on hybrid meta-heuristic with LSTM method (LSTM-TNC-UI), innovative full-scale connected network for segmenting thyroid nodule in UI (FCG Net-TNC-UI), and Adversarial architecture dependent multi-scale fusion method for segmenting thyroid nodule (AMSeg-TNC-UI) methods respectively. The proposed model enhances thyroid nodule classification accuracy, aiding radiologists and endocrinologists. By reducing misclassification, it minimizes unnecessary biopsies and enables early malignancy detection.",Thyroid Disorders
40849785,Mapping the Evolution of Thyroid Ultrasound Research: A 30-Year Bibliometric Analysis.,"Thyroid ultrasound has emerged as a critical diagnostic modality, attracting substantial research attention. This bibliometric analysis systematically maps the 30-year evolution of thyroid ultrasound research to identify developmental trends, research hotspots, and emerging frontiers.",Thyroid Disorders
40842625,A novel hybrid approach for thyroid disease detection: Integrating cuttlefish algorithm and simulated annealing for optimal feature selection.,"Effective treatment relies on a timely diagnosis, which is critical in the case of thyroid disorder-one of the chronic endocrine disorders alongside diabetes and obesity-with profound health concerns. Thyroid disorders occur due to the malfunctioning of the thyroid gland, which may result in an imbalanced metabolic rate due to inappropriate hormone levels synthesis. An overactive gland results in hyperthyroidism, whereas an underactive or sluggish thyroid lead to hypothyroidism. Both disorders, if not detected and managed timely, can lead to severe health complications. Early identification is crucial to delay or avoid debilitating complications and achieve a better quality of life through the right medical interventions and precise hormonal readjustments. The proposed hybrid algorithm method finds the best features for finding thyroid disease uses performance measures such as accuracy, F1-score, precision, and recall. The research demonstrates promising results with an accuracy of 98.91 % and an F1-score of 94.83, showcasing the robustness of the proposed algorithms on a benchmark dataset. The findings hold potential to improve clinical decision-making processes. This study advances medical diagnostics by combining machine learning algorithms with nature-inspired optimization techniques to detect thyroid illnesses in their early stages.•This article proposes a novel hybrid algorithm that combines the Cuttlefish Optimization Algorithm (CFA) and Simulated Annealing (SA) to find the best features for finding thyroid disease.•The study uses machine-learning models for classification.•The integration of machine learning and nature-inspired optimization significantly enhances the diagnostic capabilities of healthcare systems, enabling prompt diagnosis and treatment planning for thyroid disorders.",Thyroid Disorders
40833088,Unlocking molecular mechanisms of Saussurea costus (Falc.) Lipsch. root extract against experimentally induced hypothyroidism through integrated ultra-performance liquid chromatography-tandem mass spectrometry-based serum metabolomics and network pharmacology approaches.,"Saussurea costus (Falc.) Lipschitz is traditionally used to manage thyroid disorders; however, the components responsible for its effects on propylthiouracil (PTU)-induced hypothyroidism and their mechanisms remain unclear. This study investigated the effects of S. costus on PTU-induced hypothyroid rats using serum metabolomics, network pharmacology, and in vivo testing.",Thyroid Disorders
40831839,Clinical Assessment of Hypothyroid Patients Using the Zulewski Score and the Correlation Between Thyroid and Lipid Parameters: A Tertiary Care Centre-Based Study From Central India.,"Clinical scores based on signs and symptoms have been used in thyroidology to identify individuals at high risk for hypothyroidism. The current study observes the signs and symptoms of patients with hypothyroidism who are positive for hypothyroidism according to the Zulewski clinical score, and determines associations between thyroid and lipid profiles.",Thyroid Disorders
40826878,Bidirectional association between vitiligo and melasma: A large-scale population-based study.,"Background The dual diagnosis of vitiligo and melasma and their association has hardly been studied. Objective To test our hypothesis of an independent bidirectional association between vitiligo and melasma. Methods A population-based study was conducted on 24,436 patients with vitiligo and 119,205 matched comparators. Both a retrospective cohort design and a nested case-control design were used, with the calculation of adjusted hazard ratios (HRs) and odds ratios (ORs). Results The incidence of melasma per 1000 person-years was 1.38 (95% CI 1.22-1.54) in the vitiligo group and 0.88 (95% CI 0.84-0.96) in the comparison group. Patients with vitiligo had a 60% increased risk of developing melasma regardless of hormonal treatment, phototherapy, and thyroid disorders (adjusted HR, 1.58; 95% CI, 1.35-1.86). The prevalence of pre-existing melasma was higher in patients with vitiligo than in matched comparators (0.9% vs. 0.5%, P<0.001). Melasma was associated with a 30% increase in the odds of developing vitiligo (adjusted OR 1.32; 95% CI 1.12-1.55), regardless of hydroquinone treatment. Limitations Retrospective data collection. Conclusion A bidirectional association between vitiligo and melasma was observed. Treatment strategies for individuals with a dual diagnosis warrant further investigation.",Thyroid Disorders
